"PROGRAMA_ORIGEN";"PROGRAMA_USADO"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"DOMENVIO"
"F_GENALCON";"ESCADTOS"
"F_GENALCON";"CLIENTES"
"F_GENALCON";"CLIENTES"
"F_GENALCON";"CLIENTES"
"F_GENALCON";"CLIENTES"
"F_GENALCON";"A_MALMAC"
"F_GENALCON";"FORMASCP"
"F_GENALCON";"FORMASCP"
"F_GENALCON";"P_MPLANP"
"F_GENALCON";"A_MORCME"
"F_GENALCON";"F_MTIPED"
"F_GENALCON";"F_MTIPED"
"F_GENALCON";"TIPOSFAC"
"F_GENALCON";"P_MORDFA"
"F_GENALCON";"P_MORDFA"
"F_GENALCON";"REPARUTA"
"F_GENALCON";"CARASIEN"
"F_GENALCON";"TIPOSCLI"
"F_GENALCON";"USUARIOS2"
"F_GENALCON";"MGRUPCEN"
"F_GENALCON";"A_MARTIC"
"F_GENALCON";"A_MARTIC"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENALCON";"A_MCOESA"
"F_GENITN";"A_MORCME"
"F_GENITN";"F_MTIPED"
"F_GENITN";"A_MCODMO"
"F_GENPEDCAR";"A_MALMAC"
"F_GENPEDCAR";"A_MALMAC"
"F_GENPEDCAR";"F_MTIPED"
"F_GENPEDCAR";"CLIENTES"
"F_GENPEDCAR";"A_MORCME"
"F_GENPEDCAR";"CLIENTES"
"F_GENPEDCAR";"CLIENTES"
"F_GENPEDCAR";"CARASIEN"
"F_GENPEDCAR";"CLIENTES"
"F_GENPEDCAR";"AGENTES"
"F_GENPEDCAR";"CLIENTES"
"F_GEOLOC";"A_MORCME"
"F_GEOMENSAJES_LOC";"CLIENTES"
"F_GEPECO";"FORMASCP"
"F_GEPECO";"FORMASCP"
"F_GEPECO";"FORMAPA"
"F_GEPECO";"C_DOMENT"
"F_GEPECO";"PROVEED"
"F_GEPECO";"A_MORCME"
"F_GEPECO";"F_MTIPED"
"F_GEPECO";"C_TIPPED"
"F_GEPECO";"PROVEED"
"F_GEPECO";"DOMENVIO"
"F_GEPECO";"A_MCOESA"
"F_GEPECO";"DOMENVIO"
"F_GEPECO";"A_MALMAC"
"F_GEPECO";"ESCADTOS"
"F_GEPECO";"C_EXPIMP"
"F_GEPECO";"CLIENTES"
"F_GEPECO";"CLIENTES"
"F_GEPECO";"CLIENTES"
"F_GEPECO";"REPARUTA"
"F_GEPECO";"CARASIEN"
"F_GEPECO";"USUARIOS2"
"F_GEPECO";"DIVISAS"
"F_GEPECO";"C_MTORIZ"
"F_GEPECO";"PRC_GDESCOM"
"F_GEPECO";"PRC_TIPOCOSTES"
"F_GEPECO";"A_MARTIC"
"F_GEPECO";"A_MCOESA"
"F_GEPECO";"A_MARTIC"
"F_GEPECO";"C_MORCMP"
"F_GETAPR";"A_MARTIC"
"F_GETAPR";"A_MARTIC"
"F_GETAPR";"ZONAS"
"F_GETAPR";"ZONAS"
"F_GETAPR";"ESTAPROV"
"F_GETAPR";"ESTAPROV"
"F_GETAPR";"A_MORCME"
"F_GETAPR";"A_MORCME"
"F_GETAPR";"A_MALMAC"
"F_GETAPR";"CLIENTES"
"F_GETAPR";"CLIENTES"
"F_GETAPR";"AGENTES"
"F_GETAPR";"AGENTES"
"F_GHCAUT";"F_MATRIC"
"F_HCTRANS";"ESTAPROV"
"F_HCTRANS";"C_PUTOP"
"F_HCTRANS";"C_PUTOP"
"F_HCTRANS";"ESTAPROV"
"F_HCTRANS";"ESTAPROV"
"F_HCTRANS";"ESTAPROV"
"F_HCTRANS";"CO_MTVEH"
"F_HCTRANS";"CO_MTVEH"
"F_HCTRANS";"CO_CONHA"
"F_HCTRANS";"CO_CONHA"
"F_HCTRANS";"F_MATRIC"
"F_HCTRANS";"F_MATRIC"
"F_HCTRANS";"PROVEED"
"F_HCTRANS";"PROVEED"
"F_HCTRANS";"PROVEED"
"F_HCTRANS";"PROVEED"
"F_HCTRANS";"A_GTPCIRC"
"F_HCTRANS";"TIPCONTE"
"F_HCTRANS";"TIPCONTE"
"F_HCWDTPT";"FORMASCP"
"F_HCWDTPT";"A_MALMAC"
"F_HCWDTPT";"FORMAPA"
"F_HCWDTPT";"BANCOSUC"
"F_HCWDTPT";"BANCOSUC"
"F_HCWDTPT";"A_MORCME"
"F_HCWDTPT";"F_MTIPED"
"F_HCWDTPT";"ESTAPROV"
"F_HCWDTPT";"ESTAPROV"
"F_HCWDTPT";"ESTAPROV"
"F_HCWDTPT";"ESTAPROV"
"F_HCWDTPT";"TIPOSFAC"
"F_HCWDTPT";"ESTAPROV"
"F_HCWDTPT";"ESTAPROV"
"F_HCWDTPT";"ESTAPROV"
"F_HCWDTPT";"F_MATRIC"
"F_HCWDTPT";"F_MATRIC"
"F_HCWDTPT";"ZONAS"
"F_HCWDTPT";"REPARUTA"
"F_HCWDTPT";"CARASIEN"
"F_HCWDTPT";"TIPOSCLI"
"F_HCWDTPT";"T_ENVALB"
"F_HCWDTPT";"USUARIOS2"
"F_HCWDTPT";"MGRUPCEN"
"F_HCWDTPT";"PROVEED"
"F_HCWDTPT";"DOMENVIO"
"F_HCWDTPT";"ESCADTOS"
"F_HCWDTPT";"CLIENTES"
"F_HCWDTPT";"CLIENTES"
"F_HCWDTPT";"CLIENTES"
"F_HCWDTPT";"DOMPCLIE"
"F_HCWDTPT";"FORMASCP"
"FI_INFIETU";"PERIODOS"
"FILTRO_IMPUESTOS";"ESTAPROV"
"F_IMCSVT";"PROVEED"
"F_IMCSVT";"TICARABO"
"F_IMCSVT";"TICARABO"
"F_IMCSVT";"C_MORCMP"
"F_IMCSVT";"AGENTES"
"F_IMCSVT";"C_MORCMP"
"F_IMCSVT";"AGENTES"
"F_IMCSVT";"PROVEED"
"F_IMCSVT";"PROVEED"
"F_IMCSVT";"A_MALMAC"
"F_IMCSVT";"A_MALMAC"
"F_IMCSVT";"A_MSEGME"
"FIM_PARAM";"ALRT_ALERTAS"
"FIM_PARAM";"USUARIOS2"
"FIM_PARAM";"ALRT_ALERTAS"
"FIM_PARAM";"ALRT_ALERTAS"
"F_INCPRE";"AGENTES"
"F_INCPRE";"AGENTES"
"F_INCPRE";"A_MARTIC"
"F_INCPRE";"A_MARTIC"
"F_INCPRE";"DIVISAS"
"F_INCPRE";"A_MORCME"
"F_INCPRE";"A_MORCME"
"F_INCPRE";"CLIENTES"
"F_INCPRE";"CLIENTES"
"F_INFETR";"A_MORCME"
"F_INTPLA";"A_MALMAC"
"F_INTPLA";"MAREAS"
"F_INTPLA";"A_MORCME"
"F_INTPLA";"F_MTIPED"
"F_INTPLA";"A_MCODMO"
"FI_PLACOB";"U_MPROG"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"CLIENTES"
"F_LALBAN";"CLIENTES"
"F_LALBAN";"CLIENTES"
"F_LALBAN";"CLIENTES"
"F_LALBAN";"A_MALMAC"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"A_MCOESA"
"F_LALBAN";"AGENTES"
"F_LALBAN";"AGENTES"
"F_LALBAN";"DOMENVIO"
"F_LALBAN";"ESCADTOS"
"F_LALBAN";"DOMENVIO"
"F_LALBAN";"CLIENTES"
"F_LALBAN";"FORMASCP"
"F_LALBAN";"FORMASCP"
"F_LALBAN";"P_MPLANP"
"F_LALBAN";"A_MORCME"
"F_LALBAN";"F_MTIPED"
"F_LALBAN";"P_MORDFA"
"F_LALBAN";"P_MORDFA"
"F_LALBAN";"F_MATRIC"
"F_LALBAN";"CARASIEN"
"F_LALBAN";"LOTES"
"F_LALBAN";"LOTES"
"F_LALBAN";"TIPOSCLI"
"F_LALBAN";"USUARIOS2"
"F_LALBAN";"A_MARTIC"
"F_LALBAN";"A_MARTIC"
"F_LCOLAL";"A_MCOESA"
"F_LCOLAL";"A_MCOESA"
"F_LCOLAL";"AGENTES"
"F_LCOLAL";"AGENTES"
"F_LCOLAL";"A_MORCME"
"F_LCOMAGCL";"ESTAPROV"
"F_LCOMAGCL";"ESTAPROV"
"F_LCOMAGCL";"AGENTES"
"F_LCOMAGCL";"AGENTES"
"F_LCOMAGCL";"AGENTES"
"F_LCOMAGCL";"CLIENTES"
"F_LCOMAGCL";"CLIENTES"
"F_LCOMAGCL";"A_MORCME"
"F_LCOMFA";"A_MORCME"
"F_LCOMFA";"AGENTES"
"F_LCOMFA";"CARASIEN"
"F_LCOMFA";"AGENTES"
"F_LPEDID";"CLIENTES"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MALMAC"
"F_LPEDID";"A_MALMAC"
"F_LPEDID";"A_MALMAC"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"ESCADTOS"
"F_LPEDID";"FORMASCP"
"F_LPEDID";"FORMASCP"
"F_LPEDID";"A_MORCME"
"F_LPEDID";"F_MTIPED"
"F_LPEDID";"REPARUTA"
"F_LPEDID";"REPARUTA"
"F_LPEDID";"CARASIEN"
"F_LPEDID";"LOTES"
"F_LPEDID";"LOTES"
"F_LPEDID";"TIPOSCLI"
"F_LPEDID";"USUARIOS2"
"F_LPEDID";"A_MARTIC"
"F_LPEDID";"A_MARTIC"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"A_MCOESA"
"F_LPEDID";"CLIENTES"
"F_LRETEC";"CLIENTES"
"F_LRETEC";"A_MORCME"
"F_LRETEC";"A_MORCME"
"F_LSTPSU";"A_MORCME"
"F_LSTPSU";"A_MORCME"
"F_LSTPSU";"A_MORCME"
"F_LSTPSU";"REPARUTA"
"F_LSTPSU";"A_MPRESE"
"F_LSTPSU";"DIVISAS"
"F_LSTPSU";"A_MCOESA"
"F_LSTPSU";"A_MTIPCA"
"F_LSTPSU";"EMPRESAS"
"F_LSTPSU";"A_MARTIC"
"F_LSTPSU";"A_MARTIC"
"F_LSTPSU";"A_MARTIC"
"F_LSTPSU";"A_MCOESA"
"F_LSTPSU";"TIPIMENT"
"F_LTUBPD";"CLIENTES"
"F_LTUBPD";"CLIENTES"
"F_LTUBPD";"A_MPRESE"
"F_LTUBPD";"A_MALMAC"
"F_LTUBPD";"A_MORCME"
"F_LTUBPD";"A_MALMAC"
"F_MAGRUPALB";"F_MTIPED"
"F_MAGRUPALB";"CARASIEN"
"F_MAGRUPALB";"F_MTIPED"
"F_MAGRUPALB";"TIPOSFAC"
"F_MAGRUPALB";"FORMASCP"
"F_MAGRUPALB";"FORMASCP"
"F_MAGRUPALB";"FORMASCP"
"F_MAGRUPALB";"FORMASCP"
"F_MAGRUPALB";"FORMASCP"
"F_MAGRUPALB";"A_MORCME"
"F_MAGRUPALB";"A_MALMAC"
"F_MAGRUPALB";"CLIENTES"
"F_MAGRUPALB";"CLIENTES"
"F_MAGRUPALB";"DOMENVIO"
"F_MAGRUPALB";"DOMENVIO"
"F_MAGRUPALB";"DOMPCLIE"
"F_MAGRUPALB";"DOMENVIO"
"F_MAGRUPALB";"DOMENVIO"
"F_MAGRUPALB";"MGRUPCEN"
"F_MAGRUPALB";"DIVISAS"
"F_MAGRUPALB";"USUARIOS2"
"F_MAGRUPALB";"F_MTIPED"
"F_MANOFE";"A_MORCME"
"F_MANOFE";"A_MORCME"
"F_MANOFE";"AGENTES"
"F_MANOFE";"CLA_EST"
"F_MANOFE";"CLIENTES"
"F_MANOFE";"CLIENTES"
"F_MANOFE";"TICARABO"
"F_MANOFE";"A_MCOESA"
"F_MANOFE";"A_MCOESA"
"F_MANOFE";"A_MCOESA"
"F_MANOFE";"C_MORCMP"
"F_MANOFE";"A_MARTIC"
"F_MANOFE";"A_MARTIC"
"F_MANOFE";"A_MARTIC"
"F_MANOFE";"TIPOSCLI"
"F_MANOFE";"A_MPRESE"
"F_MANOFE";"A_MPRESE"
"F_MANOFE";"A_MPRESE"
"F_MANOFE";"A_MORCME"
"F_MANSEG";"F_MANSEG"
"F_MANSEG";"CENCOSTE"
"F_MARIMP";"ESTAPROV"
"F_MARIMP";"ESTAPROV"
"F_MARIMP";"ESTAPROV"
"F_MARIMP";"TIPIMENT"
"F_MARMIN";"F_MTIPED"
"F_MARMIN";"A_MORCME"
"F_MARMIN";"PERFILES"
"F_MARMIN";"USUARIOS2"
"F_MARMIN";"TIPOSCLI"
"F_MARMIN";"A_MARTIC"
"F_MARMIN";"A_MCOESA"
"F_MASIPL2";"DOMPCLIE"
"F_MASIPL2";"CARASIEN"
"F_MASIPL2";"A_MORCME"
"F_MASIPL2";"FORMASCP"
"F_MASIPL2";"F_MTIPED"
"F_MATRIC";"A_MALMAC"
"F_MATRIC";"CUENTAS"
"F_MATRIC";"C_MTAPO"
"F_MATRIC";"A_MORCME"
"F_MATRIC";"C_MTAPO"
"F_MATRIC";"C_MTAPO"
"F_MATRIC";"CO_MTVEH"
"F_MATRIC";"CO_CONHA"
"F_MATRIC";"F_MATRIC"
"F_MATRIC";"F_MATRIC"
"F_MATRIC";"MA_MTAPO"
"F_MATRIC";"MA_MTAPO"
"F_MATRIC";"PROVEED"
"F_MATRIC";"PROVEED"
"F_MATRIC";"PROVEED"
"F_MATRIC";"PROVEED"
"F_MATRIC";"CLIENTES"
"F_MATRIC";"A_MARTIC"
"F_MATRIC";"A_MARTIC"
"F_MATRIC";"CARASIEN"
"F_MATRIC";"CLIENTES"
"F_MATRIC";"PROVEED"
"F_MATRIC";"F_PROPVEH"
"F_MCAVEH";"CO_MTVEH"
"F_MCAVEH";"C_TIPUNOP"
"F_MCAVEH";"A_MPRESE"
"F_MCAVEH";"A_MARTIC"
"F_MCAVEH";"C_PUTOP"
"FM_CFORMU";"ALRT_ALERTAS"
"FM_CFORMU";"CARASIEN"
"FM_CFORMU";"FM_INGYNUT"
"FM_CFORMU";"FM_MODCOM"
"FM_CFORMU";"P_MPLANP"
"FM_CFORMU";"FM_INGYNUT"
"FM_CFORMU";"FM_INGYNUT"
"FM_CFORMU";"USUARIOS2"
"FM_CFORMU";"A_MARTIC"
"FM_CFORMU";"A_MARTIC"
"FM_CFORMU";"A_MARTIC"
"FM_CFORMU";"A_MALMAC"
"FM_CFORMU";"FM_TARCOT"
"FM_CFORMU";"FM_TIPFORM"
"FM_CFORMU";"C_MORCMP"
"FM_CFORMU";"A_MORCME"
"FM_CFORMU";"FM_MODGAS"
"F_MCLTPC";"A_MARTIC"
"F_MCLTPC";"A_MARTIC"
"F_MCLTPC";"A_MORCME"
"F_MCLTPC";"DIVISAS"
"F_MCLTPC";"CLIENTES"
"F_MCLTPC";"CLIENTES"
"F_MCLTPC";"ZONAS"
"F_MCLTPC";"CLIENTES"
"F_MCLTPC";"CLIENTES"
"F_MCLTPC";"A_MARTIC"
"F_MCLTPC";"A_MORCME"
"F_MCLTPC";"A_MTIPCA"
"F_MCLTPC";"CLIENTES"
"F_MCLTPR";"A_MORCME"
"F_MCLTPR";"ZONAS"
"F_MCLTPR";"A_MTIPCA"
"F_MCLTPR";"DIVISAS"
"F_MCLTPR";"A_MORCME"
"F_MCLTPR";"A_MARTIC"
"F_MCLTPR";"A_MARTIC"
"F_MCLTPR";"CLIENTES"
"F_MCLTPR";"CLIENTES"
"F_MCLTPR";"CLIENTES"
"F_MCLTPR";"CLIENTES"
"F_MCLTPR";"CLIENTES"
"F_MCLTPR";"A_MARTIC"
"F_MCOMDF";"A_MORCME"
"F_MCOMDF";"A_MCOESA"
"F_MDCIMF";"CLIENTES"
"F_MDCIMF";"A_MORCME"
"F_MDCIMF";"DIVISAS"
"F_MDCIMF";"CLIENTES"
"F_MDCIMF";"A_MORCME"
"F_MDCIMF";"CLIENTES"
"F_MDCIML";"A_MCOESA"
"F_MDCIML";"A_MCOESA"
"F_MDCIML";"A_MCOESA"
"F_MDCIML";"A_MCOESA"
"F_MDCIML";"A_MORCME"
"F_MDCIML";"A_MCOESA"
"F_MDCIML";"CLIENTES"
"F_MDCIML";"CLIENTES"
"F_MDCIML";"CLIENTES"
"F_MDCIML";"CLIENTES"
"F_MDCIML";"A_MORCME"
"F_MDCIML";"A_MORCME"
"F_MDCIML";"CLIENTES"
"F_MDCIML";"DIVISAS"
"F_MDCIML";"DIVISAS"
"F_MDESALU";"A_MALMAC"
"F_MDESALU";"A_MORCME"
"F_MDESALU";"A_MPRESE"
"F_MDESALU";"A_MARTIC"
"F_MDESCU";"A_MPRESE"
"F_MDESCU";"CLIENTES"
"F_MDESCU";"A_MARTIC"
"F_MDESCU";"A_MORCME"
"F_MDESTCU";"A_MARTIC"
"F_MDESTCU";"A_MORCME"
"F_MDESTCU";"A_MPRESE"
"F_MDESTCU";"TIPOSCLI"
"F_MDIMFA";"A_MORCME"
"F_MDIMFA";"A_MORCME"
"F_MDIMFA";"ESCADTOS"
"F_MDIMFA";"DIVISAS"
"F_MDIMFA";"A_MORCME"
"F_MDIMLI";"A_MCOESA"
"F_MDIMLI";"A_MCOESA"
"F_MDIMLI";"A_MORCME"
"F_MDIMLI";"DIVISAS"
"F_MDIMLI";"A_MORCME"
"F_MDIMLI";"ESCADTOS"
"F_MDIMLI";"A_MCOESA"
"F_MDTCIF";"TIPOSCLI"
"F_MDTCIF";"DIVISAS"
"F_MDTCIF";"TIPOSCLI"
"F_MDTCIF";"A_MORCME"
"F_MDTCIF";"A_MORCME"
"F_MDTCIF";"TIPOSCLI"
"F_MDTCIL";"A_MORCME"
"F_MDTCIL";"A_MORCME"
"F_MDTCIL";"DIVISAS"
"F_MDTCIL";"DIVISAS"
"F_MDTCIL";"TIPOSCLI"
"F_MDTCIL";"TIPOSCLI"
"F_MDTCIL";"TIPOSCLI"
"F_MDTCIL";"TIPOSCLI"
"F_MDTCIL";"TIPOSCLI"
"F_MDTCIL";"A_MCOESA"
"F_MDTCIL";"A_MCOESA"
"F_MDTCIL";"A_MCOESA"
"F_MDTCIL";"A_MCOESA"
"F_MDTCIL";"A_MORCME"
"F_MDTCIL";"A_MCOESA"
"F_MEQCLM";"A_MALMAC"
"F_MEQCLM";"CLIENTES"
"F_MEQCLM";"F_MTIPED"
"F_MEQCLM";"A_MORCME"
"F_MESCFP";"FORMASCP"
"F_MESCFP";"FORMASCP"
"F_MESCFP";"CLIENTES"
"F_METCLI";"CLIENTES"
"F_METCLI";"CLIENTES"
"F_METCLI";"CLIENTES"
"F_METCLI";"AGENTES"
"F_METCLI";"AGENTES"
"F_METCLI";"A_MORCME"
"F_METCLI";"A_MORCME"
"F_METCLI";"ESTAPROV"
"F_METCLI";"ESTAPROV"
"F_METCLI";"ESTAPROV"
"F_METCLI";"ESTAPROV"
"F_METCLI";"FORMASCP"
"F_METCLI";"FORMASCP"
"F_METCLI";"A_MORCME"
"F_METCLI";"A_MORCME"
"F_METIQ";"A_TIPPAL"
"FM_FORMULA";"FM_MODGAS"
"FM_FORMULA";"A_MPRESE"
"FM_FORMULA";"FM_TIPFORM"
"FM_FORMULA";"FM_TIPFORM"
"FM_FORMULA";"FM_TARCOT"
"FM_FORMULA";"FM_TARCOT"
"FM_FORMULA";"FM_MODGAS"
"FM_FORMULA";"A_MARTIC"
"FM_FORMULA";"FM_MODNUT"
"FM_FORMULA";"FM_MODNUT"
"FM_FORMULA";"FM_MODCOM"
"FM_FORMULA";"FM_MODCOM"
"FM_FORMULA";"CLIENTES"
"FM_FORMULA";"CLIENTES"
"FM_FORMULA";"AGENTES"
"FM_FORMULA";"AGENTES"
"FM_FORMULA";"FM_CFORMU"
"FM_FORMULA";"FM_CFORMU"
"FM_FORMULA";"A_MARTIC"
"FM_FORMULA";"A_MARTIC"
"FM_FORMULA";"A_MARTIC"
"FM_FORMULA";"A_MARTIC"
"F_MFVECO";"AGENTES"
"F_MFVECO";"CLIENTES"
"F_MGRFAC";"CLIENTES"
"FM_GRUPFUN";"FM_GRUPFUN"
"FM_GRUPFUN";"A_MIDIOM"
"F_MGVTPS";"A_MARTIC"
"F_MGVTPS";"LOTES"
"F_MGVTPS";"A_MTIPCA"
"F_MGVTPS";"ESTAPROV"
"F_MGVTPS";"ZONAS"
"F_MGVTPS";"ZONAS"
"F_MGVTPS";"CARASIEN"
"F_MGVTPS";"CARASIEN"
"F_MGVTPS";"LOTES"
"F_MGVTPS";"LOTES"
"F_MGVTPS";"LOTES"
"F_MGVTPS";"A_MORCME"
"F_MGVTPS";"A_MORCME"
"F_MGVTPS";"F_MTIPED"
"F_MGVTPS";"F_MTIPED"
"F_MGVTPS";"F_MTIPED"
"F_MGVTPS";"ESTAPROV"
"F_MGVTPS";"A_MTIPAL"
"F_MGVTPS";"ESTAPROV"
"F_MGVTPS";"ESTAPROV"
"F_MGVTPS";"ESTAPROV"
"F_MGVTPS";"A_MORCME"
"F_MGVTPS";"A_MALMAC"
"F_MGVTPS";"A_MALMAC"
"F_MGVTPS";"C_EXPIMP"
"F_MGVTPS";"C_EXPIMP"
"F_MGVTPS";"PROVEED"
"F_MGVTPS";"PROVEED"
"F_MGVTPS";"AGENTES"
"F_MGVTPS";"AGENTES"
"F_MGVTPS";"DOMENVIO"
"F_MGVTPS";"DOMENVIO"
"F_MGVTPS";"A_MTITPE"
"F_MGVTPS";"CLA_EST"
"F_MGVTPS";"CLIENTES"
"F_MGVTPS";"CLIENTES"
"F_MGVTPS";"CLIENTES"
"F_MGVTPS";"CLIENTES"
"F_MGVTPS";"CLIENTES"
"F_MGVTPS";"CLIENTES"
"F_MGVTPS";"CLIENTES"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"AGENTES"
"F_MGVTPS";"A_MARTIC"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"A_MCOESA"
"F_MGVTPS";"MGRUPCEN"
"FM_INGYNUT";"A_MIDIOM"
"FM_INGYNUT";"FM_GRUPFUN"
"F_MLSTPC";"A_MCOESA"
"F_MLSTPC";"A_MORCME"
"F_MLSTPC";"A_MARTIC"
"F_MLSTPC";"A_MARTIC"
"F_MLSTPC";"A_MARTIC"
"F_MLSTPC";"EMPRESAS"
"F_MLSTPC";"TIPOSCLI"
"F_MLSTPC";"DIVISAS"
"F_MLSTPC";"TIPIMENT"
"F_MLSTPC";"TIPIMENT"
"F_MLSTPC";"A_MTIPCA"
"F_MLSTPC";"A_MTIPCA"
"F_MLSTPC";"REPARUTA"
"F_MLSTPC";"A_MORCME"
"F_MLSTPC";"A_MORCME"
"F_MLSTPC";"A_MORCME"
"F_MLSTPC";"TIPIMART"
"F_MLSTPC";"A_MORCME"
"F_MLSTPC";"A_MORCME"
"F_MLSTPC";"A_MCOESA"
"FM_MAXLEGNUT";"FM_INGYNUT"
"FM_MODCOM";"A_MARTIC"
"FM_MODCOM";"FM_CFORMU"
"FM_MODGAS";"FM_CFORMU"
"FM_MODNUT";"FM_INGYNUT"
"FM_MODNUT";"FM_CFORMU"
"FM_MOTRECH";"FM_CFORMU"
"FM_NUPRFAB";"FM_INGYNUT"
"FM_NUPRFAB";"A_MPRESE"
"FM_NUTCOMP";"A_MARTIC"
"FM_NUTCOMP";"FM_CFORMU"
"F_MODCOM";"AGENTES"
"F_MODCOM";"AGENTES"
"F_MODCOM";"A_MORCME"
"F_MODPPTO";"DIVISAS"
"F_MODPPTO";"ZONAS"
"F_MODPPTO";"TIPOSCLI"
"F_MOFAC";"CLIENTES"
"F_MOFAC";"A_MARTIC"
"F_MOFAC";"A_MORCME"
"F_MOFAC";"A_MORCME"
"F_MOFAC";"A_MORCME"
"F_MOFAC";"A_MPRESE"
"F_MOFAC";"A_MARTIC"
"F_MOFAC";"A_MARTIC"
"F_MOFAC";"CLIENTES"
"F_MOFAC";"CLIENTES"
"F_MOFAC";"CLIENTES"
"F_MOFAC";"CLIENTES"
"F_MOFAC";"A_MTIPCA"
"F_MOFAC";"DIVISAS"
"F_MOFAC";"A_MARTIC"
